id,handle,title,body,sku,price,"Variant Taxable",barcode,"Image Src","Image Position",collection
1,300-301-050-athens-oval-coffee-table,"Athens Oval Coffee Table","<br><h3> <h3>Concrete Effect/Black</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3><h3><h3><h3><h3><h3>Key Features</h3></h3></h3></h3></h3></h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 1000 x 600 x 455  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-050-101</td>   <td>1070 x 660 x 100</td> <td>0.0706</td> <td>13.00</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3><h3><h3><h3><h3>Information &amp; Materials</h3></h3></h3></h3></h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> MDF, METAL, 3D PAPER VENEER</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- TOP THICKNESS 20MM--> <div class=""column-12 column-lg-6"">Top Thickness 20mm</div> <div class=""column-12 column-lg-6"">Leg Thickness 40x20mm</div> <div class=""column-12 column-lg-6"">Height Of Frame 435mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-050,54.00,FALSE,5056065614800,"https://seconique.co.uk/wp-content/uploads/2019/11/ATHENS-OVAL-COFFEE-TABLE-CONCRETE-EFFECT-2020-01-300-301-050-400x235.jpg
",1,"All Living Room"
2,300-301-050-athens-oval-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/11/ATHENS-OVAL-COFFEE-TABLE-CONCRETE-EFFECT-2020-02-300-301-050-400x195.jpg
",2,
3,300-301-050-athens-oval-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/11/ATHENS-OVAL-COFFEE-TABLE-CONCRETE-EFFECT-2020-03-300-301-050-400x335.jpg
",3,
4,300-301-050-athens-oval-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/11/ATHENS-OVAL-COFFEE-TABLE-CONCRETE-EFFECT-2020-04-300-301-050-400x285.jpg
",4,
9,300-301-005-cambourne-2-drawer-coffee-table,"Cambourne 2 Drawer Coffee Table","<br><h3> <h3>Sonoma Oak Effect Veneer</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3><h3>Key Features</h3></h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 1000 x 455 x 405  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-005-101</td>   <td>1050 x 468 x 160</td> <td>0.0786</td> <td>24.25</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3><h3>Information &amp; Materials</h3></h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> COMPOSITE BOARD, 3D PAPER VENEER, 3D PLASTIC VENEER, MDF DRAWER BASE, COMPOSITE BOARD HANDLE, METAL DRAWER RUNNERS</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- INTERNAL DRAWER SPACE W415 D305 H70MM--> <div class=""column-12 column-lg-6"">Internal Drawer Space W415 D305 H70mm</div> <div class=""column-12 column-lg-6"">Drawer Front Size W470 H145mm</div> <div class=""column-12 column-lg-6"">Shelf Space W945 D450 H145mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-005,53.00,FALSE,5056065604016,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-01-300-301-005-400x181.jpg
",1,"All Living Room"
10,300-301-005-cambourne-2-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-02-300-301-005-400x174.jpg
",2,
11,300-301-005-cambourne-2-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-03-300-301-005-400x167.jpg
",3,
12,300-301-005-cambourne-2-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-04-300-301-005-400x380.jpg
",4,
13,300-301-005-cambourne-2-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-05-300-301-005-400x166.jpg
",5,
14,300-301-005-cambourne-2-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2019/01/CAMBOURNE-2-DRAWER-COFFEE-TABLE-LIGHT-SONOMA-OAK-2019-06-300-301-005-400x400.jpg
",6,
21,300-301-007-cara-coffee-table,"Cara Coffee Table","<br><h3> <h3>Black Glass/Silver</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 995 x 595 x 415  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-007-201</td>   <td>1200 x 670 x 50</td> <td>0.0402</td> <td>16.80</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> GLASS, METAL</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- TOP SHELF SPACE W495 D500 H200MM--> <div class=""column-12 column-lg-6"">Top Shelf Space W495 D500 H200mm</div> <div class=""column-12 column-lg-6"">Height Of Top Shelf 210mm</div> <div class=""column-12 column-lg-6"">Height Of Bottom Shelf 140mm</div> <div class=""column-12 column-lg-6"">Tube Thickness 37mm</div> <div class=""column-12 column-lg-6"">Glass Top Thickness 8mm</div> <div class=""column-12 column-lg-6"">Glass Shelf Thickness 5mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-007,32.50,FALSE,5056065604030,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-01-300-301-007-400x210.jpg
",1,"All Living Room"
22,300-301-007-cara-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-02-300-301-007-400x245.jpg
",2,
23,300-301-007-cara-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-03-300-301-007-400x188.jpg
",3,
24,300-301-007-cara-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-04-300-301-007-400x345.jpg
",4,
25,300-301-007-cara-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-05-300-301-007-400x265.jpg
",5,
26,300-301-007-cara-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CARA-COFFEE-TABLE-BLACK-GLASSSILVER-2019-06-300-301-007-267x400.jpg
",6,
33,300-301-009-charisma-coffee-table,"Charisma Coffee Table","<br><h3> <h3>Black Gloss/Chrome</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 990 x 550 x 430  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-009-201</td>   <td>1059 x 632 x 104</td> <td>0.0696</td> <td>15.80</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> MDF, METAL, PLASTIC GLOSS VENEER</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- TOP THICKNESS 25MM--> <div class=""column-12 column-lg-6"">Top Thickness 25mm</div> <div class=""column-12 column-lg-6"">Leg Thickness 45mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-009,39.00,FALSE,5056065604054,"https://seconique.co.uk/wp-content/uploads/2019/01/CHARISMA-COFFEE-TABLE-BLACK-GLOSSCHROME-300-301-009-400x205.jpg
",1,"All Living Room"
35,300-301-010-charisma-coffee-table,"Charisma Coffee Table","<br><h3> <h3>White Gloss/Chrome</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 990 x 550 x 430  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-010-201</td>   <td>1059 x 632 x 104</td> <td>0.0696</td> <td>15.80</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> MDF, METAL, PLASTIC GLOSS VENEER</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- TOP THICKNESS 25MM--> <div class=""column-12 column-lg-6"">Top Thickness 25mm</div> <div class=""column-12 column-lg-6"">Leg Thickness 45mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-010,39.00,FALSE,5056065604061,"https://seconique.co.uk/wp-content/uploads/2019/01/CHARISMA-COFFEE-TABLE-WHITE-GLOSSCHROME-300-301-010-400x208.jpg
",1,"All Living Room"
37,300-301-031-corona-1-drawer-coffee-table,"Corona 1 Drawer Coffee Table","<br><h3> <h3>White/Distressed Waxed Pine</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 1005 x 610 x 450  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-031-101</td>   <td>1025 x 645 x 100</td> <td>0.0661</td> <td>17.80</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> PINE TOP PANEL, MDF, MDF DRAWER BASE, METAL HANDLE, METAL DRAWER RUNNERS, METAL STUDS</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- INTERNAL DRAWER SPACE W390 D385 H70MM--> <div class=""column-12 column-lg-6"">Internal Drawer Space W390 D385 H70mm</div> <div class=""column-12 column-lg-6"">Drawer Front Size W445 H110mm</div> <div class=""column-12 column-lg-6"">Top Thickness 25mm</div> <div class=""column-12 column-lg-6"">Leg Thickness 60mm</div> <div class=""column-12 column-lg-6"">Height Below Frame 215mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-031,50.00,FALSE,5056065604276,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-01-300-301-031-400x198.jpg
",1,"All Living Room"
38,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-02-300-301-031-400x197.jpg
",2,
39,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-03-300-301-031-400x179.jpg
",3,
40,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-04-300-301-031-400x297.jpg
",4,
41,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-05-300-301-031-400x179.jpg
",5,
42,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-07-300-301-031-400x265.jpg
",6,
43,300-301-031-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-COFFEE-TABLE-WHITE-2019-06-300-301-031-400x295.jpg
",7,
51,300-301-015-corona-1-drawer-coffee-table,"Corona 1 Drawer Coffee Table","<br><h3> <h3>Distressed Waxed Pine</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 1000 x 610 x 450  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-015-101</td>   <td>1015 x 630 x 80</td> <td>0.0512</td> <td>14.00</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> PINE, PLYWOOD DRAWER BASE, METAL HANDLE, PINE DRAWER RUNNERS</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- INTERNAL DRAWER SPACE W315 D340 H70MM--> <div class=""column-12 column-lg-6"">Internal Drawer Space W315 D340 H70mm</div> <div class=""column-12 column-lg-6"">Drawer Front Size W350 H90mm</div> <div class=""column-12 column-lg-6"">Height Below Frame 190mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-015,45.00,FALSE,5056065604115,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-01-400x210.jpg
",1,"All Living Room"
52,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-02-400x210.jpg
",2,
53,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-03-400x178.jpg
",3,
54,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-04-400x296.jpg
",4,
55,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-08-400x400.jpg
",5,
56,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-05-400x177.jpg
",6,
57,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-06-400x327.jpg
",7,
58,300-301-015-corona-1-drawer-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/11/CORONA-1-DRAWER-COFFEE-TABLE-DISTRESSED-WAXED-PINE-2020-300-301-015-07-400x340.jpg
",8,
67,300-301-047-denver-coffee-table,"Denver Coffee Table","<br><h3> <h3>Light Oak Effect/Black</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 995 x 600 x 420  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">1</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-047-101</td>   <td>990 x 655 x 260</td> <td>0.1686</td> <td>25.40</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> COMPOSITE BOARD, METAL, 3D PAPER VENEER</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- SHELF SPACE W840 D600 H335MM--> <div class=""column-12 column-lg-6"">Shelf Space W840 D600 H335mm</div> <div class=""column-12 column-lg-6"">Top Thickness 40mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-047,71.00,FALSE,5056065614459,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-TABLE-LIGHT-OAK-EFFECTBLACK-2020-01-300-301-047-400x201.jpg
",1,"All Living Room"
68,300-301-047-denver-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-TABLE-LIGHT-OAK-EFFECTBLACK-2020-02-300-301-047-400x177.jpg
",2,
69,300-301-047-denver-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-TABLE-LIGHT-OAK-EFFECTBLACK-2020-03-300-301-047-400x298.jpg
",3,
70,300-301-047-denver-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-TABLE-LIGHT-OAK-EFFECTBLACK-2020-04-300-301-047-400x265.jpg
",4,
71,300-301-047-denver-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-AND-CONSOLE-01.1-265x400.jpg
",5,
72,300-301-047-denver-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2020/01/DENVER-COFFEE-AND-CONSOLE-02-400x265.jpg
",6,
79,300-301-018-hanley-coffee-table,"Hanley Coffee Table","<br><h3> <h3>Clear Glass/Black Border/Black Glass/Black</h3> </h3><br> <div class=""panel_info"" id=""tabs-features""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_features""></span> <h3><h3><h3>Key Features</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Assembled Sizes W x D x H (MM)</h4> </div> <div class=""column-6""> 1110 x 600 x 435  </div> </div>  <div class=""row""> <!--div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>EAN-13 Barcode</h4> </div> <div class=""column-12""></div> </div> </div--> <div class=""column-6""> <div class=""row""> <div class=""column-12""> <h4>Quantity Of Cartons</h4> </div> <div class=""column-12"">2</div> </div> </div> </div> <div class=""row""> <table class=""table"">   <thead> <tr>   <th>Stock Code</th>   <th>Flatpack Dimensions (MM)</th>   <th>Cubic Capacity (M<sup>3</sup>)</th>   <th>Weight (Kg)</th>   <th>Ctn Qty</th> </tr>   </thead>   <tbody>   <tr>   <td>300-301-018-101</td>   <td>1130 x 630 x 45</td> <td>0.0320</td> <td>16.50</td>   <td>1</td> </tr>   <tr>   <td>300-301-018-102</td>   <td>530 x 180 x 130</td> <td>0.0124</td> <td>2.50</td>   <td>1</td> </tr> </tbody> </table> </div> </div> </div> <div class=""panel_info"" id=""tabs-info""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_info""></span> <h3><h3><h3>Information &amp; Materials</h3></h3></h3> </div> <div class=""inner_panel_info""> <div class=""row""> <div class=""column-12""> <h4>Product Materials</h4> </div> <div class=""column-12""> GLASS, METAL</div> </div> <div class=""row""> <div class=""column-12""> <h4>Extra Information</h4> </div>   <!-- SHELF SPACE W470 D320 H115MM--> <div class=""column-12 column-lg-6"">Shelf Space W470 D320 H115mm</div> <div class=""column-12 column-lg-6"">Glass Top Thickness 8mm</div> <div class=""column-12 column-lg-6"">Glass Shelf Thickness 5mm</div> <div class=""column-12 column-lg-6"">Glass Base Thickness 10mm</div> </div> </div> </div> <div class=""panel_info"" id=""tabs-downloads""> <div class=""action_nav_title mobile_collapse""> <span class=""icon icon20 i_downloads""></span> <br>",300-301-018,47.50,FALSE,5056065604146,"https://seconique.co.uk/wp-content/uploads/2018/12/HANLEY-COFFEE-TABLE-BLACK-2019-01-300-301-018-400x197.jpg
",1,"All Living Room"
80,300-301-018-hanley-coffee-table,,,,,,,"https://seconique.co.uk/wp-content/uploads/2018/12/HANLEY-COFFEE-TABLE-BLACK-2019-02-300-301-018-400x175.jpg
",2,
